Pokemon Number,Pokemon Name,Pokemon Type 1,Pokemon Type 2,HP,Attack,Defense,Sp. Attack ,Sp. Defense,Speed,Base Stat Total,Experience Growth,Male %,Female %,Weight (kg),Height (meters),Generation ,Capture Rate,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
749,Mudbray,Ground,,70,100,70,45,55,45,385,1000000,50,50,110,1,7,190,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
750,Mudsdale,Ground,,100,125,100,55,85,35,500,1000000,50,50,920,2.5,7,60,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
751,Dewpider,Water,Bug,38,40,52,40,72,27,269,1000000,50,50,4,0.3,7,200,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
752,Araquanid,Water,Bug,68,70,92,50,132,42,454,1000000,50,50,82,1.8,7,100,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
753,Fomantis,Grass,,40,55,35,50,35,35,250,1000000,50,50,1.5,0.3,7,190,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
754,Lurantis,Grass,,70,105,90,80,90,45,480,1000000,50,50,18.5,0.9,7,75,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
755,Morelull,Grass,Fairy,40,35,55,65,75,15,285,1000000,50,50,1.5,0.2,7,190,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
756,Shiinotic,Grass,Fairy,60,45,80,90,100,30,405,1000000,50,50,11.5,1,7,75,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
757,Salandit,Poison,Fire,48,44,40,71,40,77,320,1000000,88.1,11.9,4.8,0.6,7,120,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
758,Salazzle,Poison,Fire,68,64,60,111,60,117,480,1000000,0,0,22.2,1.2,7,45,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
759,Stufful,Normal,Fighting,70,75,50,45,50,50,340,1000000,50,50,6.8,0.5,7,140,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
760,Bewear,Normal,Fighting,120,125,80,55,60,60,500,1000000,50,50,135,2.1,7,70,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
761,Bounsweet,Grass,,42,30,38,30,38,32,210,1059860,0,0,3.2,0.3,7,235,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
762,Steenee,Grass,,52,40,48,40,48,62,290,1059860,0,0,8.2,0.7,7,120,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
763,Tsareena,Grass,,72,120,98,50,98,72,510,1059860,0,0,21.4,1.2,7,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
764,Comfey,Fairy,,51,52,90,82,110,100,485,800000,24.6,75.4,0.3,0.1,7,60,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
765,Oranguru,Normal,Psychic,90,60,80,90,110,60,490,1250000,50,50,76,1.5,7,45,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
766,Passimian,Fighting,,100,120,90,40,60,80,490,1250000,50,50,82.8,2,7,45,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
767,Wimpod,Bug,Water,25,35,40,20,30,80,230,1000000,50,50,12,0.5,7,90,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
768,Golisopod,Bug,Water,75,125,140,60,90,40,530,1000000,50,50,108,2,7,45,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
769,Sandygast,Ghost,Ground,55,55,80,70,45,15,320,1000000,50,50,70,0.5,7,140,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
770,Palossand,Ghost,Ground,85,75,110,100,75,35,480,1000000,50,50,250,1.3,7,60,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
771,Pyukumuku,Water,,55,60,130,30,130,5,410,800000,50,50,1.2,0.3,7,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
772,Type: Null,Normal,,95,95,95,95,95,59,534,1250000,0,0,120.5,1.9,7,3,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
773,Silvally,Normal,,95,95,95,95,95,95,570,1250000,0,0,100.5,2.3,7,3,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
774,Minior,Rock,Flying,60,60,100,60,100,60,440,1059860,0,0,40,0.3,7,30 (Meteorite)255 (Core),0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
775,Komala,Normal,,65,115,65,75,95,65,480,1250000,50,50,19.9,0.4,7,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
776,Turtonator,Fire,Dragon,60,78,135,91,85,36,485,1000000,50,50,212,2,7,70,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
777,Togedemaru,Electric,Steel,65,98,63,40,73,96,435,1000000,50,50,3.3,0.3,7,180,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
778,Mimikyu,Ghost,Fairy,55,90,80,50,105,96,476,1000000,50,50,0.7,0.2,7,45,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1
779,Bruxish,Water,Psychic,68,105,70,70,70,92,475,1000000,50,50,19,0.9,7,80,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
780,Drampa,Normal,Dragon,78,60,85,135,91,36,485,1000000,50,50,185,3,7,70,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2
781,Dhelmise,Ghost,Grass,70,131,100,86,90,40,517,1000000,0,0,210,3.9,7,25,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
782,Jangmo-o,Dragon,,45,55,65,45,45,45,300,1250000,50,50,29.7,0.6,7,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
783,Hakamo-o,Dragon,Fighting,55,75,90,65,70,65,420,1250000,50,50,47,1.2,7,45,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
784,Kommo-o,Dragon,Fighting,75,110,125,100,105,85,600,1250000,50,50,78.2,1.6,7,45,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
785,Tapu Koko,Electric,Fairy,70,115,85,95,75,130,570,1250000,0,0,20.5,1.8,7,3,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
786,Tapu Lele,Psychic,Fairy,70,85,75,130,115,95,570,1250000,0,0,18.6,1.2,7,3,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
787,Tapu Bulu,Grass,Fairy,70,130,115,85,95,75,570,1250000,0,0,45.5,1.9,7,3,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
788,Tapu Fini,Water,Fairy,70,75,115,95,130,85,570,1250000,0,0,21.2,1.3,7,3,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
789,Cosmog,Psychic,,43,29,31,29,31,37,200,1250000,0,0,0.1,0.2,7,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
790,Cosmoem,Psychic,,43,29,131,29,131,37,400,1250000,0,0,999.9,0.1,7,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
791,Solgaleo,Psychic,Steel,137,137,107,113,89,97,680,1250000,0,0,230,3.4,7,45,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
792,Lunala,Psychic,Ghost,137,113,89,137,107,97,680,1250000,0,0,120,4,7,45,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
793,Nihilego,Rock,Poison,109,53,47,127,131,103,570,1250000,0,0,55.5,1.2,7,45,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5
794,Buzzwole,Bug,Fighting,107,139,139,53,53,79,570,1250000,0,0,333.6,2.4,7,25,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
795,Pheromosa,Bug,Fighting,71,137,37,137,37,151,570,1250000,0,0,25,1.8,7,255,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
796,Xurkitree,Electric,,83,89,71,173,71,83,570,1250000,0,0,100,3.8,7,30,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
797,Celesteela,Steel,Flying,97,101,103,107,101,61,570,1250000,0,0,999.9,9.2,7,25,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
798,Kartana,Grass,Steel,59,181,131,59,31,109,570,1250000,0,0,0.1,0.3,7,255,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
799,Guzzlord,Dark,Dragon,223,101,53,97,53,43,570,1250000,0,0,888,5.5,7,15,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
800,Necrozma,Psychic,,97,107,101,127,89,79,600,1250000,0,0,230,2.4,7,3,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
801,Magearna,Steel,Fairy,80,95,115,130,115,65,600,1250000,0,0,80.5,1,7,3,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
802,Marshadow,Fighting,Ghost,90,125,80,90,90,125,600,1250000,0,0,22.2,0.7,8,3,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2
803,Poipole,Poison,,67,73,67,73,67,73,420,1250000,0,0,1.8,0.6,8,45,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
804,Naganadel,Poison,Dragon,73,73,73,127,73,121,540,1250000,0,0,150,3.6,8,45,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
805,Stakataka,Rock,Steel,61,131,211,53,101,13,570,1250000,0,0,820,5.5,8,30,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
806,Blacephalon,Fire,Ghost,53,127,53,151,79,107,570,1250000,0,0,13,1.8,8,30,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
807,Zeraora,Electric,,88,112,75,102,80,143,600,1250000,0,0,44.5,1.5,8,3,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
808,Meltan,Steel,,46,65,65,55,35,34,300,1250000,0,0,8,0.2,8,3,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
809,Melmetal,Steel,,135,143,143,80,65,34,600,1250000,0,0,800,2.5,8,3,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
810,Grookey,Grass,,50,65,50,40,40,65,310,1059860,87.5,12.5,5,0.3,8,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
811,Thwackey,Grass,,70,85,70,55,60,80,420,1059860,87.5,12.5,14,0.7,8,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
812,Rillaboom,Grass,,100,125,90,60,70,85,530,1059860,87.5,12.5,90,2.1,8,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
813,Scorbunny,Fire,,50,71,40,40,40,69,310,1059860,87.5,12.5,4.5,0.3,8,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
814,Raboot,Fire,,65,86,60,55,60,94,420,1059860,87.5,12.5,9,0.6,8,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
815,Cinderace,Fire,,80,116,75,65,75,119,530,1059860,87.5,12.5,33,1.4,8,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
816,Sobble,Water,,50,40,40,70,40,70,310,1059860,87.5,12.5,4,0.3,8,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
817,Drizzile,Water,,65,60,55,95,55,90,420,1059860,87.5,12.5,11.5,0.7,8,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
818,Inteleon,Water,,70,85,65,125,65,120,530,1059860,87.5,12.5,45.2,1.9,8,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
819,Skwovet,Normal,,70,55,55,35,35,25,275,1000000,50,50,2.5,0.3,8,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
820,Greedent,Normal,,120,95,95,55,75,20,460,1000000,50,50,6,0.6,8,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
821,Rookidee,Flying,,38,47,35,33,35,57,245,1059860,50,50,1.8,0.2,8,255,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
822,Corvisquire,Flying,,68,67,55,43,55,77,365,1059860,50,50,16,0.8,8,120,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
823,Corviknight,Flying,Steel,98,87,105,53,85,67,495,1059860,50,50,75,2.2,8,45,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
824,Blipbug,Bug,,25,20,20,25,45,45,180,1000000,50,50,8,0.4,8,255,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
825,Dottler,Bug,Psychic,50,35,80,50,90,30,335,1000000,50,50,19.5,0.4,8,120,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
826,Orbeetle,Bug,Psychic,60,45,110,80,120,90,505,1000000,50,50,40.8,0.4,8,45,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
827,Nickit,Dark,,40,28,28,47,52,50,245,800000,50,50,8.9,0.6,8,255,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
828,Thievul,Dark,,70,58,58,87,92,90,455,800000,50,50,19.9,1.2,8,127,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
829,Gossifleur,Grass,,40,40,60,40,60,10,250,1000000,50,50,2.2,0.4,8,190,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
830,Eldegoss,Grass,,60,50,90,80,120,60,460,1000000,50,50,2.5,0.5,8,75,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
831,Wooloo,Normal,,42,40,55,40,45,48,270,1000000,50,50,6,0.6,8,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
832,Dubwool,Normal,,72,80,100,60,90,88,490,1000000,50,50,43,1.3,8,127,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
833,Chewtle,Water,,50,64,50,38,38,44,284,1000000,50,50,8.5,0.3,8,255,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
834,Drednaw,Water,Rock,90,115,90,48,68,74,485,1000000,50,50,115.5,1,8,75,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
835,Yamper,Electric,,59,45,50,40,50,26,270,800000,50,50,13.5,0.3,8,255,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
836,Boltund,Electric,,69,90,60,90,60,121,490,800000,50,50,34,1,8,45,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
837,Rolycoly,Rock,,30,40,50,40,50,30,240,1059860,50,50,12,0.3,8,255,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
838,Carkol,Rock,Fire,80,60,90,60,70,50,410,1059860,50,50,78,1.1,8,120,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
839,Coalossal,Rock,Fire,110,80,120,80,90,30,510,1059860,50,50,310.5,2.8,8,45,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
840,Applin,Grass,Dragon,40,40,80,40,40,20,260,600000,50,50,0.5,0.2,8,255,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
841,Flapple,Grass,Dragon,70,110,80,95,60,70,485,600000,50,50,1,0.3,8,45,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
842,Appletun,Grass,Dragon,110,85,80,100,80,30,485,600000,50,50,13,0.4,8,45,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
843,Silicobra,Ground,,52,57,75,35,50,46,315,1000000,50,50,7.6,2.2,8,255,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
844,Sandaconda,Ground,,72,107,125,65,70,71,510,1000000,50,50,65.5,3.8,8,120,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
845,Cramorant,Flying,Water,70,85,55,85,95,85,475,1000000,50,50,18,0.8,8,45,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
846,Arrokuda,Water,,41,63,40,40,30,66,280,1250000,50,50,1,0.5,8,255,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
847,Barraskewda,Water,,61,123,60,60,50,136,490,1250000,50,50,30,1.3,8,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
848,Toxel,Electric,Poison,40,38,35,54,35,40,242,1059860,50,50,11,0.4,8,75,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
849,Toxtricity,Electric,Poison,75,98,70,114,70,75,502,1059860,50,50,40,1.6,8,45,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
850,Sizzlipede,Fire,Bug,50,65,45,50,50,45,305,1000000,50,50,1,0.7,8,190,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
851,Centiskorch,Fire,Bug,100,115,65,90,90,65,525,1000000,50,50,120,3,8,75,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
852,Clobbopus,Fighting,,50,68,60,50,50,32,310,1059860,50,50,4,0.6,8,180,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
853,Grapploct,Fighting,,80,118,90,70,80,42,480,1059860,50,50,39,1.6,8,45,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
854,Sinistea,Ghost,,40,45,45,74,54,50,308,1000000,0,0,0.2,0.1,8,120,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
855,Polteageist,Ghost,,60,65,65,134,114,70,508,1000000,0,0,0.4,0.2,8,60,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
856,Hatenna,Psychic,,42,30,45,56,53,39,265,1250000,0,100,3.4,0.4,8,235,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
857,Hattrem,Psychic,,57,40,65,86,73,49,370,1250000,0,100,4.8,0.6,8,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
858,Hatterene,Psychic,Fairy,57,90,95,136,103,29,510,1250000,0,100,5,2.1,8,45,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
859,Impidimp,Dark,Fairy,45,45,30,55,40,50,265,1000000,100,0,5.5,0.4,8,255,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
860,Morgrem,Dark,Fairy,65,60,45,75,55,70,370,1000000,100,0,12.5,0.8,8,120,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
861,Grimmsnarl,Dark,Fairy,95,120,65,95,75,60,510,1000000,100,0,61,1.5,8,45,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
862,Obstagoon,Dark,Normal,93,90,101,60,81,95,520,1000000,50,50,46,1.6,8,45,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2
863,Perrserker,Steel,,70,110,100,50,60,50,440,1000000,50,50,28,0.8,8,90,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
864,Cursola,Ghost,,60,95,50,145,130,30,510,800000,25,75,0.4,1,8,30,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
865,Sirfetch'd,Fighting,,62,135,95,68,82,65,507,1000000,50,50,117,0.8,8,45,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
866,Mr. Rime,Ice,Psychic,80,85,75,110,100,70,520,1000000,50,50,58.2,1.5,8,45,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
867,Runerigus,Ground,Ghost,58,95,145,50,105,30,483,1000000,50,50,66.6,1.6,8,90,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
868,Milcery,Fairy,,45,40,40,50,61,34,270,1000000,0,100,0.3,0.2,8,200,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
869,Alcremie,Fairy,,65,60,75,110,121,64,495,1000000,0,100,0.5,0.3,8,100,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
870,Falinks,Fighting,,65,100,100,70,60,75,470,1000000,0,0,62,3,8,45,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
871,Pincurchin,Electric,,48,101,95,91,85,15,435,1000000,50,50,1,0.3,8,75,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
872,Snom,Ice,Bug,30,25,35,45,30,20,185,1000000,50,50,3.8,0.3,8,190,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1
873,Frosmoth,Ice,Bug,70,65,60,125,90,65,475,1000000,50,50,42,1.3,8,75,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1
874,Stonjourner,Rock,,100,125,135,20,20,70,470,1250000,50,50,520,2.5,8,60,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
875,Eiscue,Ice,,75,80,110,65,90,50,470,1250000,50,50,89,1.4,8,60,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
876,Indeedee ,Psychic,Normal,60,65,55,105,95,95,475,800000,50,50,28,0.9,8,30,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
877,Morpeko,Electric,Dark,58,95,58,70,58,97,436,1000000,50,50,3,0.3,8,180,1,1,1,0.5,1,1,2,1,2,0.5,0,2,1,0.5,1,0.5,0.5,2
878,Cufant,Steel,,72,80,49,40,49,40,330,1000000,50,50,100,1.2,8,190,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
879,Copperajah,Steel,,122,130,69,80,69,30,500,1000000,50,50,650,3,8,90,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
880,Dracozolt,Electric,Dragon,90,100,90,80,70,75,505,1250000,0,0,190,1.8,8,45,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
881,Arctozolt,Electric,Ice,90,100,90,90,80,55,505,1250000,0,0,150,2.3,8,45,1,2,1,0.5,1,0.5,2,1,2,0.5,1,1,2,1,1,1,1,1
882,Dracovish,Water,Dragon,90,90,100,70,80,75,505,1250000,0,0,215,2.3,8,45,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
883,Arctovish,Water,Ice,90,90,100,80,90,55,505,1250000,0,0,175,2,8,45,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
884,Duraludon,Steel,Dragon,70,95,115,120,50,85,535,1000000,50,50,40,1.8,8,45,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
885,Dreepy,Dragon,Ghost,28,60,30,40,30,82,270,1250000,50,50,2,0.5,8,45,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
886,Drakloak,Dragon,Ghost,68,80,50,60,50,102,410,1250000,50,50,11,1.4,8,45,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
887,Dragapult,Dragon,Ghost,88,120,75,100,75,142,600,1250000,50,50,50,3,8,45,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
888,Zacian,Fairy,,92,120,115,80,115,138,660,1250000,0,0,110,2.8,8,10,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
889,Zamazenta,Fighting,,92,120,115,80,115,138,660,1250000,0,0,210,2.9,8,10,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
890,Eternatus,Poison,Dragon,140,85,95,145,95,130,690,1250000,0,0,950,20,8,255,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
891,Kubfu,Fighting,,60,90,60,53,50,72,385,1250000,87.5,12.5,12,0.6,8,3,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
892,Urshifu,Fighting,Dark,100,130,100,63,60,97,550,600000,87.5,12.5,105,1.9,8,3,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
893,Zarude,Dark,Grass,105,120,105,70,95,105,600,1250000,0,0,70,1.8,8,3,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
894,Regieleki,Electric,,80,100,50,100,50,200,580,1250000,0,0,145,1.2,8,3,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
895,Regidrago,Dragon,,200,100,50,100,50,80,580,1250000,0,0,200,2.1,8,3,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
896,Glastrier,Ice,,100,145,130,65,110,30,580,1250000,0,0,800,2.2,8,3,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
